title,author(s),published__online_date,article_url,OnlineFirst (Y/N),volume,issue,in_scope(Y/NA),qualitative(Y/N),data(Y/N),code(Y/N),data + code,neither,data_gated(Y/N),data_source / apply_at,package_location,path_to_package,coverage_checked,notes
"State Right to Work Laws and Economic Dynamism in U.S. Counties, 1946 to 2019",Alec P. Rhodes; Tom VanHeuvelen,2026-05-09,https://journals.sagepub.com/doi/10.1177/00031224261433186,Y,,,Y,N,Y,Y,Y,N,N,,https://github.com/rhodes351/ASR_26_RTW,landing-page DAS -> GitHub,DAS + GitHub API tree + README,"County-border-pair FE analysis of RTW laws using 75 yrs of County Business Patterns -> quantitative. DAS: replication materials incl. the analysis dataset + code at github.com/rhodes351/ASR_26_RTW; raw CBP public. Repo PHYSICALLY deposits analysis datasets (Data/cbpco_panel.zip, county_border_sample .zip, merge_controls) + Stata code (Do_Files/MAIN_TEXT_ANALYSES..do). Owner rhodes351 = author Alec Rhodes -> data=Y, code=Y, data_gated=N (analysis data deposited; raw sources public CBP/IPUMS-NHGIS)."
"Colonization Fever: Malaria and the Israeli–Palestinian Conflict, 1882 to 1914",Omri Tubi,2026-05-19,https://journals.sagepub.com/doi/10.1177/00031224261439738,N,91,3,Y,Y,N,N,N,Y,,,,no DAS (Restricted); no repo,landing HTML (no DAS section) + full-HTML keyword scan (no openicpsr/osf/dataverse/github/replication) + Crossref relation (empty),"Qualitative historical study drawing on memoirs, newspapers, reports, letters, scientific publications (interpreted directly) -> qual Y. NO DAS in the public landing HTML; Crossref relation empty. No package deposited. Underlying evidence is public/published historical/archival material (source itself public) + no author-compiled extract posted -> mere non-provision -> data=N, code=N, data_gated=N."
Between Two Rituals: Face and Effervescence as Moments of Social Life,Anders Vassenden; Nicholas Hoynes; Taylor Price; Iddo Tavory,2026-05-21,https://journals.sagepub.com/doi/10.1177/00031224261441865,N,91,3,Y,Y,N,N,N,Y,,,,no DAS; no repo link,landing HTML (no DAS) + Crossref relation (none) + full-text re-read,"Qualitative empirical paper. Full text confirms authors' ORIGINAL fieldwork: 39 in-depth interviews (2021-2025) + 3 years participant-observation ethnography of 20 Toronto songwriters, analyzed as two empirical cases -> in_scope=Y, qualitative=Y (original data present; absence of numbers is expected for qual, not a theory-only essay). No package, no DAS. Confidential human-subjects data (IRB, participant confidentiality), no deposit, no route -> data=N, code=N, data_gated=N/A (qualitative) (basis: confidential ethnographic/interview data)."
Performing Nationalism: Celebrity Politics and Audience Boundary Work Under Authoritarianism,Lingxiao Chen,2026-05-25,https://journals.sagepub.com/doi/10.1177/00031224261435132,N,91,3,Y,N,Y,Y,Y,N,N,,https://doi.org/10.7910/DVN/TCYEDR,landing-page DAS -> Harvard Dataverse (native API),DAS + Harvard Dataverse API,"Mixed-methods (survey N=2,211 + 55 interviews) -> quantitative (qual N). DAS: survey data + replication code on Harvard Dataverse doi:10.7910/DVN/TCYEDR. API: dataset 'Replication Data for: Performing Nationalism...', author Chen Lingxiao. Files (restricted=false): Performing_Nationalism_Replication_Data.tab + Replication Code_Performing Nationalism.R + README -> data=Y, code=Y, data_gated=N. Interview data not deposited but the quantitative analysis data is."
Countervailing Powers: Labor Unions Against the Buyer Power of Walmart Supercenters,Joshua Choper; Lukas Lehner; Zachary Parolin,2026-05-27,https://journals.sagepub.com/doi/10.1177/00031224261437057,N,91,3,Y,N,N,Y,N,N,Y,"PSID restricted-access — apply with PSID, run code in the PSID Virtual Data Enclave (psidonline.isr.umich.edu)",https://osf.io/3mcv5/,landing-page DAS -> OSF (api.osf.io),DAS + OSF API osfstorage,"Stacked DiD on Walmart Supercenter entry and union membership using restricted PSID -> quantitative. DAS: replication code at osf.io/3mcv5; PSID data restricted, apply + import code into the PSID VDE. OSF API: 10 Stata .do only (00_master...09_table5_rq3), NO data files -> code=Y, data=N. PSID restricted -> data_gated=Y (PSID Virtual Data Enclave)."
The Influence “Paradox”: When More Network Ties Lead to Less Change,Yuan Hsiao; Nicholas A. Christakis,2026-05-27,https://journals.sagepub.com/doi/10.1177/00031224261438845,N,91,3,Y,N,N,N,N,Y,Y,"restricted human-subjects randomized field-trial data (Honduras) — Human Nature Lab, Yale (yuan.hsiao@yale.edu); no public route",,no DAS (even though OA); no repo,DAS (absent from landing HTML) + live SAGE page (no DAS) + Crossref relation (empty) + Human Nature Lab publications (no repo),"Open Access but NO Data Availability Statement anywhere (landing HTML + live SAGE page). Quantitative (theory + randomized field trial across 32 Honduran villages + simulations). No package deposited; Human Nature Lab site lists none. Underlying trial data is restricted human-subjects data held by the Lab -> data=N, code=N, data_gated=Y (yuan.hsiao@yale.edu)."
Temporal Misalignment and Unequal Agency: What Terminal Cancer Patients Teach Us about Time and Inequality,Zhuofan Li; Daniel Dohan; Corey M. Abramson,2026-06-09,https://journals.sagepub.com/doi/10.1177/00031224261448220,N,91,4,Y,N,Y,Y,Y,N,N,,https://github.com/lizhuofan95/Replication-Temporal-Misalignment-and-Unequal-Agency,landing-page DAS -> GitHub (first author's repo),DAS + GitHub API tree + README,"Mixed-methods (ethnography + 196 interviews + MCA); both qual+quant -> quantitative (qual N). DAS: deidentified data + code for the MCA at first author's GitHub. Owner lizhuofan95 = first author Zhuofan Li. Contains mca_script.R + mca_data.csv (deidentified analysis dataset, one row/participant) -> data=Y, code=Y, data_gated=N (open deposit). Raw interview corpus IRB-confidential/not deposited, but the deposited derived MCA dataset is the quantitative analysis data."
Unstable Work in a Fissured Economy: Tracking Employment in Subcontractor Establishments in France,Clem Aeppli,2026-06-10,https://journals.sagepub.com/doi/10.1177/00031224261448194,N,91,4,Y,N,N,Y,N,N,Y,"confidential French firm/employee microdata via CASD (Ref. 10.34724/CASD), access by Comite du Secret Statistique; apply casd.eu",https://osf.io/2w4yq,landing-page DAS -> OSF (api.osf.io),DAS + OSF API (osfstorage/contributors),"Quantitative analysis of employment instability in subcontractor establishments using restricted French microdata. OSF node 2w4yq, contributor Clem Aeppli (author). osfstorage: CODE ONLY (main.R, build/analysis .R, .sas scripts) + README, NO data files -> code=Y, data=N. Core microdata CASD-confidential -> data_gated=Y (apply casd.eu)."
"Neighborhood Desirability and Decision-Making in Online, Multiracial, Metropolitan America",Max Besbris; Ariela Schachter; John Kuk,2026-06-29,https://journals.sagepub.com/doi/10.1177/00031224261446899,N,91,4,Y,N,N,N,N,Y,Y,author-collected geographically-contextual survey-experiment human-subjects data — corresponding author besbris@wisc.edu; no deposit,,NO PACKAGE — human-verified absent (Supplemental + author homepage + repo search),"HUMAN-VERIFIED: DAS (absent, only decoy stub) + Crossref relation (none) + OSF/GitHub search (none) + Supplemental Material + author homepage — no package anywhere","Geographically-contextual survey experiment on online housing info + neighborhood desirability -> quantitative. NO Data Availability Statement (only SAGE decoy stub); Crossref no relation; OSF/GitHub searches empty; MANUAL review (Borun) of Supplemental Material + author homepage confirms NO replication package exists. data=N, code=N. Author-collected survey-experiment human-subjects data, not deposited -> data_gated=Y (besbris@wisc.edu). needs_review RESOLVED (human-verified no package)."
Handing Off: Frontline Redistribution of Work,Elizabeth Chiarello; Kelley Fong; Josh Seim,2026-06-30,https://journals.sagepub.com/doi/10.1177/00031224261454367,N,91,4,Y,Y,N,N,N,Y,,,,landing-page DAS,DAS + author emails in HTML,"Ethnographic study of frontline poverty/marginality workers -> qual Y. DAS verbatim: 'The data for this study are not publicly available due to Institutional Review Board (IRB) restrictions and participant confidentiality protections.' Confidential human-subjects data, no deposit, no route -> data=N, code=N, data_gated=N/A (qualitative) (basis: IRB/confidentiality per the DAS; chiarello@wustl.edu)."
Religion Unbundled: Toward a Twenty-First-Century Paradigm for the Sociology of American Religion,Ruth Braunstein; Jaime Kucinskas; Brian Steensland; Daniel Winchester,2026-07-08,https://journals.sagepub.com/doi/10.1177/00031224261453543,N,91,4,NA,,,,,,,,,n/a (scope gate NA),"landing HTML abstract+body (no DAS, no repo URLs)","Theoretical/paradigm-building essay (introduces the 'unbundling' framework, demonstrates it interpretively via Christianity/Islam, cites secondary statistics; no original empirical analysis the authors computed) -> in_scope=NA; leave qualitative/data/code/data_gated blank. No DAS, no repository (consistent with NA)."
The Gendered Intergenerational Transmission of Managerial Status,Nicholas Martindale; Thomas Lyttelton; Lasse Folke Henriksen,2026-07-16,https://journals.sagepub.com/doi/10.1177/00031224261457151,N,91,4,Y,N,N,N,N,Y,Y,"protected individual-level register microdata from Statistics Denmark — Research Services / Forskningsservice (dst.dk/en/TilSalg/Forskningsservice), authorized-institution access",,"landing-page DAS names restricted data only, no repo; no code deposit found",DAS + cache scan (no osf/github/dataverse) + Crossref relation (none) + OA full-XML (Cloudflare-blocked),"Open Access. Quantitative event-history analysis of managerial-status transmission (500k+ Danish workers) using protected Statistics Denmark register microdata. DAS names the restricted data + points to online-supplement Tables A/B for variable derivation; NO repository link; Crossref relation empty. Register microdata restricted -> data=N, data_gated=Y (Statistics Denmark Research Services; nicholas.martindale@bristol.ac.uk). No deposited code found -> code=N."
Relational Roots of Civic Fields: Capital Conversion and Organizational Reproduction in a Developing Country,Jose Eos Trinidad,2026-08-01,https://journals.sagepub.com/doi/10.1177/00031224261465023,Y,,,Y,Y,N,N,N,Y,,,https://osf.io/xykjw/,landing-page DAS -> OSF (api.osf.io),DAS + OSF API osfstorage,"Qualitative case study of new civic organizations (interviews/memos) -> qual Y. DAS: interview protocol + anonymized memos at doi.org/10.17605/OSF.IO/XYKJW. OSF node holds only 2 PDFs (01 Interview Protocol.pdf, 02 Anonymized Memos_public.pdf) — a methods/protocol deposit, NOT the analysis dataset and NO code -> data=N, code=N. Confidential author-collected interviews -> data_gated=N/A (qualitative) (basis: IRB/anonymized interview data, protocol-only deposit; eostrinidad@berkeley.edu). package_location records the OSF node (protocol/memos, not a replication package)."
"After DEI: A Different Future for Race, Work, and Policy",Adia Harvey Wingfield,2025-12-17,https://journals.sagepub.com/doi/10.1177/00031224251395991,N,91,1,NA,,,,,,,,,,Captured SAGE landing page (abstract + DAS section = none; repository links = []); Crossref works API message.relation (empty) and message.type/subtype. No OSF/GitHub/Dataverse/openICPSR identifiers present to verify.,"Address (argumentative essay) by Adia Harvey Wingfield, ""After DEI: A Different Future for Race, Work, and Policy."" Section headings are all argumentative; no Data/Methods section and no empirical analysis => nothing to reproduce => in_scope=NA. Per codebook, qualitative/data/code/data_gated left blank for NA. No DAS section on the captured SAGE page and no repository links found. Crossref API (api.crossref.org/works/10.1177/00031224251395991) returns type=journal-article with an EMPTY message.relation ({}), i.e., no linked dataset/component DOI. Conclusion: no replication package exists and none expected."
Seeing Like a Company or a Customer: Selective Empathy in Pricing,Barbara Kiviat; Carly R. Knight,2025-12-25,https://journals.sagepub.com/doi/10.1177/00031224251394724,N,91,1,Y,N,Y,N,N,N,N,,https://doi.org/10.7910/DVN/BKJ74X,data availability statement -> Harvard Dataverse doi (DVN/BKJ74X),captured DAS + captured abstract + Harvard Dataverse API (dataset metadata + file listing),"Quantitative: three survey studies on moral beliefs about risk-based pricing (Study 3 experiment); qualitative=N. DAS points to Harvard Dataverse doi:10.7910/DVN/BKJ74X (""Assessing the Fairness of Rating Factors in Car Insurance and Lending,"" depositor Barbara Kiviat, Columbia; barbara.kiviat@columbia.edu). Verified via Dataverse API: version 1 RELEASED, CC0 1.0, two unrestricted files: HARV0032_OUTPUT.tab (tab-delimited analysis data, 769,901 bytes) and HARV0032_codebook.pdf (codebook). data=Y: authors physically deposited the YouGov Study-1 analysis data file (HARV0032_OUTPUT.tab) into the package (open deposit, not a pointer). code=N: no analysis scripts reproducing this paper are present (only the data file and codebook PDF). data_gated=N: deposited data is an openly downloadable CC0 Dataverse deposit (restricted=false), genuinely public, no application route. DAS covers only Study 1; Study 2/3 data not deposited, but the deposited Study-1 file suffices for data=Y. The SocArXiv preprint osf.io/ksgyr in the abstract is a preprint, not the replication package."
The Long Shadow of Partisan Hostility: How Affective Polarization Hinders Democracies’ Ability to Mitigate Climate Change,Don Grant; Andrew Jorgenson; Wesley Longhofer; Ion Bodgan (“Bodi”) Vasi,2025-12-29,https://journals.sagepub.com/doi/10.1177/00031224251396518,N,91,1,Y,N,N,N,N,Y,Y,"Available upon request from lead author Don Grant, Dept. of Sociology, University of Colorado Boulder (don.grant@colorado.edu) — per the DAS.",none,DAS request-only -> Crossref relation empty -> no package,captured SAGE DAS + abstract (no repo links on page); Crossref works API message.relation (empty) and message.link (only SAGE text-mining PDF/XML); no OSF/GitHub/Dataverse/OpenICPSR reference anywhere,"Quantitative regression study of a novel dataset of 20,000+ power plants in 92 democratic countries linking affective polarization to CO2 emission rates; in_scope=Y, qualitative=N. DAS (captured verbatim): ""Data on plants' CO2 emission rates are available from the lead author upon request."" No package was deposited: page repository-links list is empty, and Crossref works API returns message.relation = {} (no dataset DOI) with only SAGE text-mining PDF/XML links — so no OSF/GitHub/Dataverse/OpenICPSR to open. data=N (no analysis data files deposited; access is a request-only pointer to the lead author, not a deposit). code=N (no replication code/scripts anywhere — no package at all). data_gated=Y: the CO2 emission-rate data is not freely/publicly available and is obtainable only at the lead author's discretion via request (a real but restricted access route), so per codebook v3.2 the underlying analysis data is gated; basis for gate = author-held data released only ""upon request,"" no open deposit. data_source_apply_at = request to lead author Don Grant (University of Colorado Boulder); article-listed email not directly accessible behind Cloudflare wall, institutional address given as the concrete route."
